chr	start	end	name	baseMean	DHX36	FANCJ	DKO	DHX36lfc	FANCJlfc	DKOlfc	dir	nonsig	sig
chr16	84565760	84567104	pro1_Enhancer_active	3483.16666666667	TRUE	FALSE	TRUE	0.468037664610377	0.045723680216914	0.674799655523498	.	FALSE	lowlfc
chr11	55214520	55215217	pro2_Enhancer_active	2160.16666666667	TRUE	FALSE	TRUE	-0.790073885950179	0.0846176431380925	-1.65347519248131	.	FALSE	lowlfc
chr15	10723298	10724235	pro3_Enhancer_active	6812.66666666667	FALSE	FALSE	FALSE	0.349424703953794	0.0356495738738528	0.370285620324407	.	TRUE	nonsig
chr15	35164993	35166093	pro4_Enhancer_active	2574.83333333333	FALSE	FALSE	TRUE	0.425134745998315	0.0523800801802853	0.835188564575751	.	FALSE	lowlfc
chr13	102835105	102835823	pro5_Enhancer_active	2497	TRUE	FALSE	TRUE	0.785625294983742	0.304847056079427	1.1218452199928	.	FALSE	DKO
chr15	10105353	10106394	pro6_Enhancer_active	3243.83333333333	TRUE	FALSE	TRUE	0.679013652552436	0.125522400643313	0.842175379118446	.	FALSE	lowlfc
chr16	4404372	4405018	pro7_Enhancer_active	11809.3333333333	TRUE	FALSE	TRUE	0.543998034109292	0.161829269178823	0.700445340096435	.	FALSE	lowlfc
chr16	55708869	55709256	pro8_Enhancer_active	5247.16666666667	FALSE	FALSE	TRUE	0.272812517750993	0.123902413642372	1.1248700343859	.	FALSE	DKO
chr16	57063499	57064098	pro9_Enhancer_active	3032.33333333333	TRUE	FALSE	TRUE	0.597108168676974	0.140449671852276	1.32013648350164	.	FALSE	DKO
chr16	93514173	93514755	pro10_Enhancer_active	0	FALSE	FALSE	FALSE	NA	NA	NA	.	TRUE	nonsig
chr17	36123224	36123937	pro11_Enhancer_active	1770.16666666667	FALSE	FALSE	FALSE	0.347998730163943	0.0967448421741038	0.196304350948617	.	TRUE	nonsig
chr17	48229400	48229781	pro12_Enhancer_active	193.333333333333	TRUE	FALSE	FALSE	1.07603544043815	0.0120975005216921	0.105516511183966	.	FALSE	DHX36
chr2	70997539	70998005	pro13_Enhancer_active	2558.5	FALSE	FALSE	TRUE	0.193574433344913	0.131556901675102	1.11790848354229	.	FALSE	DKO
chr2	164260257	164260785	pro14_Enhancer_active	642.333333333333	FALSE	FALSE	TRUE	0.148872499459567	0.00914846189316868	0.868880738644376	.	FALSE	lowlfc
chr4	38519141	38519546	pro15_Enhancer_active	993.333333333333	TRUE	FALSE	TRUE	1.42324305572769	0.0337111633946873	2.24876282293772	.	FALSE	DHX36
chr7	3260184	3261383	pro16_Enhancer_active	3744.16666666667	FALSE	FALSE	FALSE	0.266325268800867	-0.0291699926102047	0.335167582901776	.	TRUE	nonsig
chr5	136612867	136613206	pro17_Enhancer_active	2512.16666666667	TRUE	FALSE	TRUE	1.15824399367872	0.529759486804052	2.42825210913942	.	FALSE	DHX36
chr7	96989974	96990997	pro18_Enhancer_active	2539.33333333333	FALSE	FALSE	TRUE	0.34342153827333	0.0776926557182661	0.650286973040835	.	FALSE	lowlfc
chr7	144689563	144690117	pro19_Enhancer_active	479.5	FALSE	FALSE	FALSE	0.41216650484892	0.00174919605662471	0.424890035737783	.	TRUE	nonsig
chr8	46937094	46937528	pro20_Enhancer_active	2185.33333333333	FALSE	FALSE	FALSE	0.228673979329283	0.0534392204790657	0.313358803069636	.	TRUE	nonsig
chr9	37018141	37018575	pro21_Enhancer_active	5078.66666666667	FALSE	FALSE	TRUE	0.217280770334268	0.441311060902331	1.18013848357883	.	FALSE	DKO
chr2	166259994	166260753	pro22_Enhancer_active	1497.33333333333	TRUE	FALSE	TRUE	0.897457015972414	-0.0274601403316531	1.06338442409652	.	FALSE	DKO
chr4	139326381	139326954	pro23_Enhancer_active	3622.5	TRUE	FALSE	TRUE	0.888068725701927	0.196865293389422	1.14758028585982	.	FALSE	DKO
chr14	45682329	45683406	pro24_Enhancer_active	8407	TRUE	FALSE	TRUE	0.637282323316412	0.156659433835067	0.746650842594304	.	FALSE	lowlfc
chr16	93815607	93816227	pro25_Enhancer_active	1002.33333333333	FALSE	FALSE	FALSE	0.568492718661807	0.0228785693618738	0.628499660560476	.	TRUE	nonsig
chr4	139829975	139830338	pro26_Enhancer_active	1344.16666666667	FALSE	FALSE	TRUE	0.56572301760619	0.00728654673493432	1.11813774204038	.	FALSE	DKO
chr7	100349031	100349673	pro27_Enhancer_active	3498.33333333333	TRUE	FALSE	TRUE	0.77322727189651	0.165797707371766	1.28366126137562	.	FALSE	DKO
chr13	49168802	49169115	pro28_Enhancer_active	4714	TRUE	FALSE	TRUE	0.742090799677978	0.220273967014056	1.01315680040356	.	FALSE	DKO
chr3	129332171	129332683	pro29_Enhancer_active	382	FALSE	FALSE	FALSE	0.374283376593177	0.0292036827294324	0.23918026169822	.	TRUE	nonsig
chr5	114651934	114652419	pro30_Enhancer_active	580.333333333333	TRUE	FALSE	TRUE	1.38663801634757	0.0856421580816711	1.72110502024078	.	FALSE	DHX36
chr1	63177199	63178408	pro31_Enhancer_active	3073.33333333333	FALSE	FALSE	TRUE	0.107562621892075	0.060968360756639	0.450526946735799	.	FALSE	lowlfc
chr11	3285667	3286245	pro32_Enhancer_active	1087.33333333333	FALSE	FALSE	TRUE	0.0490980196259315	-0.0136511805424822	0.629168612893328	.	FALSE	lowlfc
chr10	76843600	76843951	pro33_Enhancer_active	2262.66666666667	FALSE	FALSE	TRUE	0.422398289697633	0.123765679091064	0.763245276516686	.	FALSE	lowlfc
chr16	22230464	22230906	pro34_Enhancer_active	2626.16666666667	TRUE	FALSE	TRUE	0.712282619979247	0.157335146508169	0.787148297802735	.	FALSE	lowlfc
chr11	22570699	22571285	pro35_Enhancer_active	6009.33333333333	FALSE	FALSE	TRUE	0.344476950603486	0.155127012494626	0.397478289083508	.	FALSE	lowlfc
chr17	29404239	29405381	pro36_Enhancer_active	1340.16666666667	FALSE	FALSE	TRUE	0.552988794074055	-0.0240794663375887	0.824019956939321	.	FALSE	lowlfc
chr12	12833854	12834912	pro37_Enhancer_active	1339.16666666667	FALSE	FALSE	TRUE	0.320884668399013	-0.0315118868120285	0.744242510060588	.	FALSE	lowlfc
chr11	11779117	11779565	pro38_Enhancer_active	2906	TRUE	FALSE	TRUE	1.05337146821994	0.509764351720584	1.45311205796184	.	FALSE	DHX36
chr1	92046880	92047620	pro39_Enhancer_active	918.666666666667	FALSE	FALSE	FALSE	0.0858988004836818	0.0796351388283272	0.522164444276576	.	TRUE	nonsig
chr4	141330256	141330550	pro40_Enhancer_active	1030.16666666667	TRUE	FALSE	TRUE	0.677853419948286	0.0651372692298279	0.863803291280671	.	FALSE	lowlfc
chr18	24249713	24250032	pro41_Enhancer_active	1713.83333333333	TRUE	FALSE	FALSE	1.08186748550767	0.182112199383255	0.472840141020669	.	FALSE	DHX36
chr11	53669125	53669605	pro42_Enhancer_active	1060.66666666667	FALSE	FALSE	TRUE	0.537399193734169	-0.0262174768696178	1.68532123237144	.	FALSE	DKO
chr14	78921285	78921980	pro43_Enhancer_active	1012.33333333333	FALSE	FALSE	FALSE	0.0790047362976206	-0.035661857942185	0.450867303308956	.	TRUE	nonsig
chr7	3249553	3250537	pro44_Enhancer_active	5824.5	TRUE	FALSE	TRUE	0.605447538713373	0.125282916124597	0.904706597271345	.	FALSE	lowlfc
chr11	109000595	109001213	pro45_Enhancer_active	1752.16666666667	FALSE	FALSE	FALSE	-0.184255578541557	0.111990548698492	-0.257344216086965	.	TRUE	nonsig
chr16	95762773	95763231	pro46_Enhancer_active	2065.33333333333	FALSE	FALSE	FALSE	-0.0681316675426364	0.165511522486936	0.129678240017679	.	TRUE	nonsig
chr6	52053319	52053717	pro47_Enhancer_active	996.666666666667	TRUE	FALSE	TRUE	0.893372946934552	0.0404588734481193	1.86428172210307	.	FALSE	DKO
chr9	42106920	42107381	pro48_Enhancer_active	6053.5	TRUE	FALSE	TRUE	0.765277378056085	0.129453452329489	1.04355840547691	.	FALSE	DKO
chr18	81908780	81909520	pro49_Enhancer_active	6254	FALSE	FALSE	TRUE	0.372353583568647	0.144167089960857	1.09837871447779	.	FALSE	DKO
chr10	21722298	21722779	pro50_Enhancer_active	1691.33333333333	FALSE	FALSE	TRUE	0.153514459673282	0.0836579095339685	1.9033845991206	.	FALSE	DKO
